year,wind_speed
2010,3.699724885844749
2011,3.7126084474885848
2012,3.9879963570127503
2013,4.0858698630136985
2014,3.8283961187214612
2015,3.8401997716894978
2016,4.150667122040073
2017,3.759429223744292
2018,3.9892762557077623
2019,4.003399543378995
2020,4.032956511839708
2021,3.7064827586206897
