trend,date,seasonal,observed
101540.6476872146,2017-03-02,-79.73082279162564,102030.21166666667
101541.76985616436,2017-03-03,-5.612719762414393,101887.78625
101542.06777625567,2017-03-04,80.19524666102603,101436.12625000002
101539.47622831046,2017-03-05,-72.70901903122416,101558.57791666668
101533.82348401826,2017-03-06,29.649888792510467,101737.44625
101528.54425684929,2017-03-07,105.38729138413682,101753.72208333334
101525.06579566209,2017-03-08,52.56274344303155,101611.16791666666
101523.63358447487,2017-03-09,-259.93051302166845,101537.31125000001
101526.13954452054,2017-03-10,-282.27699941407394,101452.46500000001
101529.8893287671,2017-03-11,103.98669684193727,100707.53541666667
101530.17889954336,2017-03-12,161.1799364769406,100642.00875
101527.97137557076,2017-03-13,-17.86746173052971,101591.85208333335
101523.74426826484,2017-03-14,-43.24464009400385,101648.47416666667
101523.04782077624,2017-03-15,99.21440928223082,100983.52875
101526.26230821913,2017-03-16,139.86672454509358,101723.81083333334
101527.62449200911,2017-03-17,88.55739806517391,102392.12375000001
101529.81533105022,2017-03-18,95.94535059971278,102138.42125
101531.5178721461,2017-03-19,17.18914921492969,101547.6325
101531.75094977165,2017-03-20,60.951269177170516,101389.82333333332
101533.89608447488,2017-03-21,8.800570360875911,101181.84499999999
101534.64084931505,2017-03-22,17.88390626680596,101836.27541666666
101534.01291210043,2017-03-23,177.93333463848094,101940.51333333332
101530.18626712328,2017-03-24,3.453531275008475,101477.71208333333
101525.96970890407,2017-03-25,-23.670425151637367,101297.04208333332
101524.43377397257,2017-03-26,135.2547314354208,100998.1675
101524.78074200913,2017-03-27,186.05245556432897,101152.93208333333
101525.87122831048,2017-03-28,183.52943854026904,101114.70874999999
101523.39661187214,2017-03-29,95.26136529476076,101053.45
101527.19747716896,2017-03-30,239.1850903749521,102011.79
101533.33626141549,2017-03-31,270.75069930219723,101979.36708333333
101540.04310045658,2017-04-01,421.01983248742414,102521.48999999999
101545.07036301367,2017-04-02,625.8594744245564,103024.62125000001
101552.48309703196,2017-04-03,557.1780299842065,102929.71666666667
101558.83599543376,2017-04-04,196.40142087491517,102649.12375000001
101561.03803424655,2017-04-05,56.51100421234868,102257.59291666666
101561.76629223741,2017-04-06,379.5908398328901,102276.37624999999
101564.50270890408,2017-04-07,292.98322539635643,102030.42958333333
101563.87226027393,2017-04-08,115.68491042709007,101081.50791666667
101561.49994977168,2017-04-09,-388.56676688996123,100737.63083333334
101564.42534931506,2017-04-10,-173.69225042848856,101993.73833333334
101565.06929452055,2017-04-11,252.9052617521786,102468.83083333333
101562.3549874429,2017-04-12,351.9558401428802,102407.90833333333
101560.9398481735,2017-04-13,376.0012846865598,102303.27333333333
101560.12719178079,2017-04-14,278.49425501030163,102273.67083333334
101561.67925228308,2017-04-15,357.5932455014577,102001.30333333333
101566.68138698628,2017-04-16,290.0799090329552,102107.24541666667
101571.98725799087,2017-04-17,416.96484434908405,102370.90250000001
101575.56936872145,2017-04-18,189.5640263356811,102662.69958333333
101576.31026598172,2017-04-19,-133.76457478274347,102501.16375
101576.73224086754,2017-04-20,63.54259597859214,102230.94750000001
101580.92289269403,2017-04-21,66.70606839517485,102123.10541666666
101582.50020319634,2017-04-22,195.36027892058087,102311.09208333334
101581.41639383559,2017-04-23,368.80648897033933,102228.40291666666
101579.64095547942,2017-04-24,307.81437424841585,101205.84458333334
101579.12106621006,2017-04-25,381.27182240699875,100634.67208333332
101579.38841552511,2017-04-26,465.8077816957313,101775.56541666666
101577.80261529681,2017-04-27,633.2988782561501,102304.43416666666
101573.74864041094,2017-04-28,714.6770877351408,102214.25833333335
101570.34481506849,2017-04-29,501.37320455810783,102285.23458333332
101568.9347237443,2017-04-30,206.40069010255553,101857.28583333333
101571.39759589039,2017-05-01,3.696315582301904,101598.96750000001
101573.39969634698,2017-05-02,-99.97098920812408,102507.56874999999
101574.65043036526,2017-05-03,90.04566005397636,103058.63666666666
101573.76297031959,2017-05-04,445.24190663341494,102942.68041666667
101574.75070433792,2017-05-05,564.745996154254,102231.56624999999
101579.26048515977,2017-05-06,533.2747944840775,102251.04875
101581.20053881274,2017-05-07,252.41596448437718,102963.165
101584.09029109588,2017-05-08,-54.49836722764798,103007.40333333334
101589.10639954335,2017-05-09,-184.73985552264162,102723.9575
101593.02115639267,2017-05-10,126.89111204234713,102494.28249999999
101596.88851255705,2017-05-11,296.11429440946074,102513.55541666667
101600.19034018264,2017-05-12,692.9131110992602,102448.80166666668
101605.25437100456,2017-05-13,373.1185390904101,102404.76791666668
101611.86917351598,2017-05-14,117.24750541871364,102174.10166666667
101616.07684246574,2017-05-15,243.31828224930592,101948.78125
101614.82440182648,2017-05-16,672.6489166712113,101822.26708333334
101612.08815296802,2017-05-17,630.9388383838389,102140.16458333335
101609.56147831048,2017-05-18,558.2412827372511,102145.8575
101609.47979337897,2017-05-19,487.3794288600789,101746.76458333334
101609.29419178079,2017-05-20,314.1048953786387,101784.74333333333
101609.83215068492,2017-05-21,270.00731499841993,102063.96583333334
101612.06403881275,2017-05-22,330.9065290436203,101819.3675
101614.01355593605,2017-05-23,353.95065547465845,101395.83041666668
101613.15127283103,2017-05-24,391.63688730904676,101865.46416666667
101611.34927968033,2017-05-25,344.1353726632174,101981.75583333334
101610.29955022827,2017-05-26,136.36573910568154,101945.43083333333
101608.05927054794,2017-05-27,183.03639388527995,101015.84208333334
101606.05061073057,2017-05-28,-157.69753171945567,101246.32875
101606.13096232875,2017-05-29,139.69487344066624,101937.40625
101606.7518550228,2017-05-30,723.8212041144724,102459.40541666666
101607.26876141551,2017-05-31,308.07774654627536,97249.52875
101606.62652511416,2017-06-01,149.1532263829527,97072.76666666666
101606.524706621,2017-06-02,8.586794594814418,96915.17875
101604.27317579904,2017-06-03,420.3288650044896,102270.50416666667
101604.41610045661,2017-06-04,418.715808595522,102634.24791666667
101606.4888961187,2017-06-05,433.1316706174408,102272.29291666666
101605.34943036527,2017-06-06,142.62150109098985,102856.72375
101602.42952739727,2017-06-07,-134.84733842301063,102818.70333333332
101603.15241324197,2017-06-08,575.7371620380998,102666.36916666666
101606.40458789951,2017-06-09,-492.3351980238388,97958.18916666666
101606.57323287669,2017-06-10,161.94291026208248,102037.11875000001
101606.22539840177,2017-06-11,-135.41728842582904,102623.36833333333
101605.83053196345,2017-06-12,-119.26855778623982,102851.92125
101605.87624771688,2017-06-13,57.63361286996412,103039.9525
101605.35142237441,2017-06-14,-361.8300933937103,102758.67416666668
101603.74350799085,2017-06-15,125.38061337705112,102580.63458333333
101602.87409474884,2017-06-16,238.7003602059405,102496.22166666666
101605.55361757988,2017-06-17,443.5206377529836,102641.33208333334
101604.65524429221,2017-06-18,33.02327571926689,103020.78666666667
101600.77562899538,2017-06-19,-105.0948098511866,102943.13124999999
101599.37228881277,2017-06-20,-181.60434031577867,102604.3775
101600.37671803651,2017-06-21,364.5251470693599,102851.395
101599.89584132418,2017-06-22,318.22151832747466,102255.45583333333
101598.46749429223,2017-06-23,86.26813367026416,101536.97291666667
101597.72334132418,2017-06-24,230.24723583331854,101740.40666666666
101599.0281484018,2017-06-25,-317.09097862878724,101807.82791666668
101601.68337328763,2017-06-26,-352.96466424074816,102525.74041666667
101602.23836415522,2017-06-27,-554.5309652532869,102387.81208333334
101603.07865525111,2017-06-28,355.0525575199842,102238.25458333333
101605.69618607302,2017-06-29,532.8837314970713,102516.26208333333
101607.42539954338,2017-06-30,579.2455285538908,103049.77958333334
101609.68047488584,2017-07-01,661.5687141080659,102735.02124999999
101610.47976369863,2017-07-02,402.3929165779679,101870.21999999999
101609.53856735161,2017-07-03,-511.83540233029186,100766.09749999999
101607.3329726027,2017-07-04,-928.1977817408421,100906.12791666666
101606.58879794518,2017-07-05,-249.41202561796814,101433.90250000001
101606.94743493147,2017-07-06,480.3269308992715,101250.59958333334
101606.21111872142,2017-07-07,-44.499961275912376,101117.83791666666
101605.44522031961,2017-07-08,6.0091619079790055,101508.9575
101607.40053995432,2017-07-09,305.5723536887955,102053.77416666667
101608.22123401822,2017-07-10,70.79212216119106,102681.24333333333
101609.9920091324,2017-07-11,-462.89448805050523,98084.14958333333
101611.23592123286,2017-07-12,-416.44498452207876,101991.80416666665
101610.18661529679,2017-07-13,125.31710566058864,101565.80625000001
101609.92621118716,2017-07-14,499.7971217460917,101562.85083333333
101611.84387214608,2017-07-15,400.7656527755666,102097.61375
101613.1500502283,2017-07-16,215.26046566472485,101608.82208333333
101614.35372260274,2017-07-17,73.24027097813143,100869.15875
101616.98705821917,2017-07-18,131.46270238120954,100700.94541666667
101618.88845091325,2017-07-19,338.652076395315,101610.57208333333
101617.7587648402,2017-07-20,-272.0539121891549,102110.29291666666
101620.33974771685,2017-07-21,166.5211491433404,102173.735
101621.45606621001,2017-07-22,291.3152493924194,101418.25333333334
101619.23257648399,2017-07-23,-113.2309711347765,101515.02708333333
101619.34082990867,2017-07-24,-274.482989295839,101825.21625
101620.93028652965,2017-07-25,299.0821290105105,101343.55041666667
101618.49779337898,2017-07-26,371.4159958639746,102171.485
101615.82416894975,2017-07-27,-205.60892723688787,101618.13500000001
101613.5300525114,2017-07-28,164.52779754517204,101720.65333333334
101612.02395890407,2017-07-29,109.97031134757434,100648.72499999999
101609.11301826482,2017-07-30,124.5140007415247,101520.62708333333
101608.58917694063,2017-07-31,381.7523311690859,102234.73333333334
101609.69556392691,2017-08-01,-26.665964285448283,102656.85041666667
101609.83349543378,2017-08-02,2.5149479187787227,102156.74125
101610.55062214611,2017-08-03,122.05303768630974,100944.10041666667
101611.54989954339,2017-08-04,-14.075384791893585,100566.52041666668
101613.98232534245,2017-08-05,112.69507857464676,100558.75416666667
101617.74700456616,2017-08-06,-2.4550758462700517,100218.48583333334
101620.20724543375,2017-08-07,34.01479972450288,101370.12
101619.01454680364,2017-08-08,-167.89157833693233,102114.17541666667
101617.11172488585,2017-08-09,-113.15781816674489,101603.30666666666
101617.95042123286,2017-08-10,-190.90705893054252,100816.38041666667
101618.23424657532,2017-08-11,-401.9240459583559,101418.07333333332
101617.4243652968,2017-08-12,-330.8953903958855,101919.21041666665
101618.00652853878,2017-08-13,5.5368488112626295,101637.81458333333
101618.50939726026,2017-08-14,226.5916418789241,101113.69916666666
101615.8007545662,2017-08-15,-402.4927392958417,99744.53625
101614.78228881278,2017-08-16,-409.2769553605951,100067.45625
101615.61512785386,2017-08-17,-94.3259783991956,100360.96166666667
101616.91956621004,2017-08-18,-233.07938396166927,101786.53749999999
101617.65015981733,2017-08-19,-254.4116785860038,102692.65958333334
101618.4959543379,2017-08-20,-548.7651845013152,101987.78708333334
101620.35581050225,2017-08-21,-232.8639601343557,101651.19458333333
101619.83017694062,2017-08-22,-51.22294674706933,101858.88375
101618.76335388125,2017-08-23,108.17868162570869,101940.28166666668
101618.8380239726,2017-08-24,337.31698154268275,102519.99208333333
101614.33121461186,2017-08-25,603.1541756066136,102575.87041666667
101609.81903196345,2017-08-26,677.2080365447598,102073.90749999999
101607.8194109589,2017-08-27,677.9582560341823,102424.95625
101606.3283436073,2017-08-28,449.28061935920135,102374.24708333334
101603.23901484015,2017-08-29,534.5358144608994,102348.71791666666
101600.67308789951,2017-08-30,366.4783119702445,102963.85958333332
101599.91906050227,2017-08-31,246.4456540208874,102666.62625000002
101597.30031963468,2017-09-01,253.98416273820334,101963.06416666666
101595.3202614155,2017-09-02,12.304981231351354,100824.00708333333
101595.99201141552,2017-09-03,21.885578574651667,100437.31041666667
101597.78935844751,2017-09-04,177.19323714666487,100553.90791666666
101599.56918036532,2017-09-05,157.75968930524414,100925.54833333334
101601.26247260271,2017-09-06,179.63379733761386,101606.0225
101603.39303082188,2017-09-07,168.204410247541,101900.4525
101605.72197602737,2017-09-08,-12.093190416621686,102358.17416666668
101607.45967351596,2017-09-09,393.9248535850326,102457.13458333333
101611.89877283105,2017-09-10,562.5449078606516,101927.47875000001
101616.25179908672,2017-09-11,273.8369165779618,101090.84416666666
101617.65668721458,2017-09-12,233.8669011151207,100531.88041666667
101617.5887089041,2017-09-13,86.1288510943631,100962.355
101619.22104680362,2017-09-14,-59.34394000152821,101622.1325
101617.87135616438,2017-09-15,3.078392709137653,101748.76375
101612.73405479449,2017-09-16,348.3114779104712,102582.63166666667
101610.3866563927,2017-09-17,115.35473309934926,101938.81125000001
101611.23195776255,2017-09-18,167.28822469336055,101242.40000000001
