temperature,date
9.967694444444446,2018-08-06
9.976694444444442,2018-08-07
9.951763888888888,2018-08-08
10.048430555555557,2018-08-09
10.263638888888888,2018-08-10
10.251652777777776,2018-08-11
10.354375,2018-08-12
10.44325,2018-08-13
10.567388888888889,2018-08-14
10.594597222222223,2018-08-15
10.571347222222222,2018-08-16
10.577222222222222,2018-08-17
10.53776388888889,2018-08-18
10.536166666666666,2018-08-19
10.543583333333334,2018-08-20
10.534416666666665,2018-08-21
10.468222222222222,2018-08-22
10.418458333333332,2018-08-23
10.378513888888888,2018-08-24
10.335597222222223,2018-08-25
10.24713888888889,2018-08-26
10.038847222222222,2018-08-27
9.921277777777778,2018-08-28
9.811930555555556,2018-08-29
9.812013888888888,2018-08-30
9.906666666666668,2018-08-31
9.773847222222223,2018-09-01
9.668930555555555,2018-09-02
9.528375,2018-09-03
9.478916666666665,2018-09-04
9.674694444444444,2018-09-05
9.723055555555556,2018-09-06
9.707930555555555,2018-09-07
9.74525,2018-09-08
9.712250000000001,2018-09-09
9.878805555555555,2018-09-10
10.069527777777779,2018-09-11
10.062958333333333,2018-09-12
10.04813888888889,2018-09-13
10.263805555555557,2018-09-14
10.202041666666666,2018-09-15
10.130152777777777,2018-09-16
10.29175,2018-09-17
10.428944444444445,2018-09-18
10.402347222222222,2018-09-19
10.477319444444445,2018-09-20
10.589875,2018-09-21
10.699972222222222,2018-09-22
10.73051388888889,2018-09-23
10.777777777777777,2018-09-24
10.76086111111111,2018-09-25
10.940930555555557,2018-09-26
11.225041666666668,2018-09-27
11.287222222222223,2018-09-28
11.256097222222222,2018-09-29
11.206124999999998,2018-09-30
11.416986111111111,2018-10-01
11.771777777777778,2018-10-02
11.92375,2018-10-03
11.935055555555556,2018-10-04
11.870055555555554,2018-10-05
11.951625000000002,2018-10-06
12.207638888888889,2018-10-07
12.417375,2018-10-08
12.404625000000001,2018-10-09
12.347847222222223,2018-10-10
12.229791666666666,2018-10-11
12.353736111111113,2018-10-12
12.486958333333336,2018-10-13
12.59209722222222,2018-10-14
13.083625000000001,2018-10-15
13.369944444444446,2018-10-16
13.496319444444445,2018-10-17
13.605638888888889,2018-10-18
13.981625000000001,2018-10-19
13.982930555555555,2018-10-20
14.026152777777776,2018-10-21
14.22876388888889,2018-10-22
14.319222222222221,2018-10-23
14.341069444444445,2018-10-24
14.474930555555556,2018-10-25
14.493722222222223,2018-10-26
14.422361111111112,2018-10-27
14.511708333333333,2018-10-28
14.597680555555558,2018-10-29
14.81973611111111,2018-10-30
14.856986111111109,2018-10-31
15.091375,2018-11-01
15.28613888888889,2018-11-02
15.352902777777778,2018-11-03
15.486583333333334,2018-11-04
15.658944444444444,2018-11-05
15.609194444444444,2018-11-06
15.347888888888889,2018-11-07
15.338861111111111,2018-11-08
15.433833333333332,2018-11-09
15.469180555555557,2018-11-10
15.482069444444443,2018-11-11
15.655597222222221,2018-11-12
15.652,2018-11-13
15.39609722222222,2018-11-14
15.225013888888888,2018-11-15
15.115180555555556,2018-11-16
15.080972222222222,2018-11-17
15.060513888888888,2018-11-18
15.470319444444444,2018-11-19
15.638666666666667,2018-11-20
15.501833333333334,2018-11-21
15.508458333333332,2018-11-22
15.583291666666668,2018-11-23
15.618402777777778,2018-11-24
15.676125,2018-11-25
15.775791666666665,2018-11-26
15.950486111111111,2018-11-27
16.074694444444443,2018-11-28
16.052055555555555,2018-11-29
16.02301388888889,2018-11-30
15.898694444444446,2018-12-01
15.79886111111111,2018-12-02
15.880652777777778,2018-12-03
15.837291666666665,2018-12-04
15.812472222222222,2018-12-05
16.253347222222224,2018-12-06
16.83775,2018-12-07
17.06147222222222,2018-12-08
17.171013888888886,2018-12-09
17.235166666666665,2018-12-10
17.393916666666666,2018-12-11
17.462430555555557,2018-12-12
17.39925,2018-12-13
17.53790277777778,2018-12-14
17.77234722222222,2018-12-15
17.932902777777777,2018-12-16
18.038069444444446,2018-12-17
18.013333333333332,2018-12-18
17.887,2018-12-19
17.86584722222222,2018-12-20
17.944805555555554,2018-12-21
18.03869444444444,2018-12-22
18.219347222222222,2018-12-23
18.554611111111114,2018-12-24
18.690694444444446,2018-12-25
18.860777777777777,2018-12-26
19.219527777777778,2018-12-27
19.525319444444445,2018-12-28
19.645180555555555,2018-12-29
19.75701388888889,2018-12-30
19.656652777777776,2018-12-31
19.817777777777778,2019-01-01
19.88302777777778,2019-01-02
20.13365277777778,2019-01-03
20.27509722222222,2019-01-04
19.875930555555556,2019-01-05
19.531166666666664,2019-01-06
19.543347222222224,2019-01-07
19.59765277777778,2019-01-08
19.587319444444447,2019-01-09
19.50363888888889,2019-01-10
19.50766666666667,2019-01-11
19.52565277777778,2019-01-12
19.667597222222224,2019-01-13
19.867347222222225,2019-01-14
20.098583333333334,2019-01-15
20.306499999999996,2019-01-16
20.582013888888888,2019-01-17
20.586486111111114,2019-01-18
20.62165277777778,2019-01-19
20.729847222222226,2019-01-20
20.935236111111113,2019-01-21
21.05934722222222,2019-01-22
20.958486111111107,2019-01-23
21.402180555555553,2019-01-24
21.568291666666667,2019-01-25
21.348416666666665,2019-01-26
21.149194444444444,2019-01-27
21.26626388888889,2019-01-28
21.44827777777778,2019-01-29
21.632402777777777,2019-01-30
21.50402777777778,2019-01-31
21.534888888888887,2019-02-01
21.653305555555555,2019-02-02
21.69673611111111,2019-02-03
21.793902777777777,2019-02-04
21.931291666666667,2019-02-05
22.1135,2019-02-06
22.24025,2019-02-07
22.309361111111112,2019-02-08
22.23309722222222,2019-02-09
22.020833333333332,2019-02-10
22.129805555555556,2019-02-11
21.824125,2019-02-12
21.461652777777775,2019-02-13
21.21688888888889,2019-02-14
21.050847222222224,2019-02-15
20.789805555555557,2019-02-16
20.864472222222222,2019-02-17
20.823416666666667,2019-02-18
20.683944444444442,2019-02-19
20.551069444444447,2019-02-20
20.374486111111114,2019-02-21
20.27365277777778,2019-02-22
19.861583333333336,2019-02-23
19.807347222222223,2019-02-24
19.92611111111111,2019-02-25
19.85654166666667,2019-02-26
19.859333333333332,2019-02-27
20.03822222222222,2019-02-28
20.188736111111112,2019-03-01
20.614638888888887,2019-03-02
20.799,2019-03-03
20.597222222222225,2019-03-04
20.379305555555558,2019-03-05
20.180541666666667,2019-03-06
20.016444444444446,2019-03-07
19.841861111111108,2019-03-08
19.74648611111111,2019-03-09
19.785041666666665,2019-03-10
19.87373611111111,2019-03-11
19.738999999999997,2019-03-12
19.481166666666663,2019-03-13
19.560375,2019-03-14
19.641930555555557,2019-03-15
19.721930555555556,2019-03-16
19.78526388888889,2019-03-17
19.849944444444443,2019-03-18
19.797277777777776,2019-03-19
19.920111111111108,2019-03-20
20.091430555555558,2019-03-21
20.26413888888889,2019-03-22
20.39645833333333,2019-03-23
20.541625,2019-03-24
20.35884722222222,2019-03-25
20.05988888888889,2019-03-26
19.766694444444447,2019-03-27
19.89798611111111,2019-03-28
19.68091666666667,2019-03-29
19.10870833333333,2019-03-30
18.61823611111111,2019-03-31
18.073819444444442,2019-04-01
17.869819444444442,2019-04-02
17.722152777777776,2019-04-03
17.705027777777776,2019-04-04
18.013916666666663,2019-04-05
17.91529166666667,2019-04-06
17.86729166666667,2019-04-07
17.746208333333335,2019-04-08
17.51551388888889,2019-04-09
17.34859722222222,2019-04-10
17.275972222222222,2019-04-11
17.291652777777777,2019-04-12
17.258541666666666,2019-04-13
17.256125,2019-04-14
17.262,2019-04-15
17.36151388888889,2019-04-16
17.359513888888888,2019-04-17
17.117972222222225,2019-04-18
16.906930555555554,2019-04-19
16.911208333333335,2019-04-20
16.794472222222222,2019-04-21
16.579777777777778,2019-04-22
16.35948611111111,2019-04-23
16.36358333333333,2019-04-24
16.389069444444445,2019-04-25
16.227333333333334,2019-04-26
15.966416666666667,2019-04-27
15.857111111111111,2019-04-28
15.861833333333333,2019-04-29
16.022125,2019-04-30
16.222555555555555,2019-05-01
16.13438888888889,2019-05-02
16.093722222222222,2019-05-03
15.937986111111112,2019-05-04
15.620333333333333,2019-05-05
15.526319444444445,2019-05-06
15.378541666666667,2019-05-07
15.251902777777778,2019-05-08
15.283083333333334,2019-05-09
15.250666666666667,2019-05-10
15.291972222222222,2019-05-11
15.243388888888889,2019-05-12
15.183458333333334,2019-05-13
15.088555555555557,2019-05-14
14.792736111111111,2019-05-15
14.333944444444445,2019-05-16
13.992277777777778,2019-05-17
13.944055555555558,2019-05-18
13.955916666666667,2019-05-19
13.731416666666666,2019-05-20
13.550416666666669,2019-05-21
13.512472222222222,2019-05-22
13.541694444444444,2019-05-23
13.583,2019-05-24
13.509375,2019-05-25
13.51275,2019-05-26
13.394527777777776,2019-05-27
13.318624999999999,2019-05-28
13.175083333333333,2019-05-29
12.918166666666666,2019-05-30
12.706666666666667,2019-05-31
12.563902777777777,2019-06-01
12.405444444444445,2019-06-02
12.269555555555554,2019-06-03
12.172347222222221,2019-06-04
12.162222222222223,2019-06-05
12.087138888888889,2019-06-06
11.979236111111112,2019-06-07
11.949222222222222,2019-06-08
12.038986111111111,2019-06-09
12.021541666666668,2019-06-10
12.053513888888888,2019-06-11
12.024125,2019-06-12
11.95486111111111,2019-06-13
11.934499999999998,2019-06-14
11.947847222222224,2019-06-15
11.91936111111111,2019-06-16
11.880152777777777,2019-06-17
11.645833333333336,2019-06-18
11.432694444444445,2019-06-19
11.24097222222222,2019-06-20
11.07886111111111,2019-06-21
10.768638888888889,2019-06-22
10.441305555555555,2019-06-23
10.176152777777778,2019-06-24
10.053500000000001,2019-06-25
10.025986111111111,2019-06-26
10.078930555555557,2019-06-27
10.326416666666665,2019-06-28
10.323277777777779,2019-06-29
10.272083333333335,2019-06-30
10.223152777777779,2019-07-01
10.241458333333332,2019-07-02
10.239972222222223,2019-07-03
10.157166666666665,2019-07-04
10.095125,2019-07-05
10.088958333333332,2019-07-06
10.211222222222222,2019-07-07
10.151513888888891,2019-07-08
10.022805555555555,2019-07-09
9.972125,2019-07-10
9.873972222222223,2019-07-11
9.772319444444443,2019-07-12
9.63075,2019-07-13
9.596750000000002,2019-07-14
9.629888888888889,2019-07-15
9.667930555555555,2019-07-16
9.642249999999999,2019-07-17
9.724291666666666,2019-07-18
9.784083333333333,2019-07-19
9.941986111111111,2019-07-20
9.989694444444446,2019-07-21
10.151277777777779,2019-07-22
10.279597222222224,2019-07-23
10.470708333333333,2019-07-24
10.614944444444443,2019-07-25
10.658583333333333,2019-07-26
10.547194444444445,2019-07-27
10.372902777777778,2019-07-28
10.335055555555554,2019-07-29
10.220986111111111,2019-07-30
10.165833333333332,2019-07-31
10.141805555555555,2019-08-01
10.187861111111111,2019-08-02
10.278347222222221,2019-08-03
10.303152777777777,2019-08-04
10.278930555555554,2019-08-05
10.221958333333333,2019-08-06
10.190875,2019-08-07
10.14748611111111,2019-08-08
9.999500000000001,2019-08-09
9.864819444444445,2019-08-10
9.87663888888889,2019-08-11
9.92813888888889,2019-08-12
9.92586111111111,2019-08-13
9.863680555555556,2019-08-14
9.935666666666668,2019-08-15
9.913305555555555,2019-08-16
9.953722222222222,2019-08-17
9.956833333333334,2019-08-18
9.844722222222222,2019-08-19
9.920874999999999,2019-08-20
9.918444444444443,2019-08-21
9.877749999999999,2019-08-22
9.855458333333335,2019-08-23
9.834208333333333,2019-08-24
9.760861111111113,2019-08-25
9.75098611111111,2019-08-26
9.754486111111111,2019-08-27
9.690055555555555,2019-08-28
9.690166666666666,2019-08-29
9.682416666666667,2019-08-30
9.777777777777779,2019-08-31
9.83088888888889,2019-09-01
9.92622222222222,2019-09-02
10.003527777777778,2019-09-03
10.043000000000001,2019-09-04
10.123444444444443,2019-09-05
10.144222222222222,2019-09-06
10.14225,2019-09-07
10.234472222222223,2019-09-08
10.30123611111111,2019-09-09
10.29384722222222,2019-09-10
10.460291666666667,2019-09-11
10.516166666666667,2019-09-12
10.601,2019-09-13
10.643930555555555,2019-09-14
10.779347222222222,2019-09-15
10.657527777777776,2019-09-16
10.606888888888887,2019-09-17
10.672916666666667,2019-09-18
10.90901388888889,2019-09-19
11.189972222222224,2019-09-20
11.288472222222223,2019-09-21
11.298708333333332,2019-09-22
11.263597222222222,2019-09-23
11.337166666666665,2019-09-24
11.401472222222221,2019-09-25
11.523569444444442,2019-09-26
11.610722222222222,2019-09-27
11.717944444444445,2019-09-28
11.811527777777776,2019-09-29
11.687319444444444,2019-09-30
11.743680555555557,2019-10-01
11.919416666666667,2019-10-02
12.066319444444444,2019-10-03
12.023208333333335,2019-10-04
12.185819444444444,2019-10-05
12.359569444444444,2019-10-06
12.443097222222224,2019-10-07
12.477263888888888,2019-10-08
12.520916666666666,2019-10-09
12.575680555555556,2019-10-10
12.506805555555555,2019-10-11
12.541319444444444,2019-10-12
12.694694444444444,2019-10-13
12.742569444444445,2019-10-14
12.741194444444444,2019-10-15
12.89636111111111,2019-10-16
12.978972222222222,2019-10-17
13.057083333333335,2019-10-18
12.777583333333332,2019-10-19
12.518027777777776,2019-10-20
12.55136111111111,2019-10-21
12.639791666666667,2019-10-22
12.913055555555555,2019-10-23
13.412055555555556,2019-10-24
13.546833333333334,2019-10-25
13.469847222222223,2019-10-26
13.519527777777776,2019-10-27
13.641972222222222,2019-10-28
13.911430555555556,2019-10-29
14.288291666666668,2019-10-30
14.64975,2019-10-31
14.821930555555555,2019-11-01
14.805472222222223,2019-11-02
14.914097222222221,2019-11-03
14.656375,2019-11-04
14.623833333333334,2019-11-05
14.742138888888888,2019-11-06
14.82263888888889,2019-11-07
14.771055555555556,2019-11-08
14.811027777777777,2019-11-09
14.858361111111112,2019-11-10
15.118069444444446,2019-11-11
14.940319444444444,2019-11-12
14.871972222222222,2019-11-13
14.943222222222222,2019-11-14
14.944944444444445,2019-11-15
15.011319444444444,2019-11-16
14.952027777777777,2019-11-17
15.134347222222223,2019-11-18
15.157805555555557,2019-11-19
15.622902777777778,2019-11-20
15.80913888888889,2019-11-21
15.657458333333333,2019-11-22
15.291541666666667,2019-11-23
15.33011111111111,2019-11-24
15.559458333333335,2019-11-25
15.534902777777779,2019-11-26
15.57622222222222,2019-11-27
15.448222222222224,2019-11-28
15.234013888888889,2019-11-29
14.856374999999998,2019-11-30
14.468180555555557,2019-12-01
14.340472222222221,2019-12-02
14.387430555555557,2019-12-03
14.550777777777776,2019-12-04
14.603333333333332,2019-12-05
14.569597222222223,2019-12-06
14.63586111111111,2019-12-07
14.970722222222223,2019-12-08
15.286430555555558,2019-12-09
15.289944444444446,2019-12-10
15.107319444444446,2019-12-11
15.191638888888889,2019-12-12
15.268763888888888,2019-12-13
15.275111111111112,2019-12-14
15.386680555555555,2019-12-15
15.515680555555555,2019-12-16
15.829541666666668,2019-12-17
16.13940277777778,2019-12-18
16.31526388888889,2019-12-19
16.397472222222223,2019-12-20
16.25715277777778,2019-12-21
16.31038888888889,2019-12-22
16.38098611111111,2019-12-23
16.47738888888889,2019-12-24
16.54952777777778,2019-12-25
16.714430555555555,2019-12-26
16.95376388888889,2019-12-27
17.192166666666665,2019-12-28
17.60097222222222,2019-12-29
18.004250000000003,2019-12-30
18.14038888888889,2019-12-31
18.329027777777778,2020-01-01
18.432750000000002,2020-01-02
18.731194444444444,2020-01-03
18.75986111111111,2020-01-04
18.729347222222223,2020-01-05
18.781180555555554,2020-01-06
18.74173611111111,2020-01-07
18.695291666666666,2020-01-08
19.083180555555558,2020-01-09
19.166666666666668,2020-01-10
19.218236111111107,2020-01-11
19.23448611111111,2020-01-12
19.475875,2020-01-13
19.76973611111111,2020-01-14
19.950555555555557,2020-01-15
19.756069444444446,2020-01-16
19.488097222222223,2020-01-17
19.56720833333333,2020-01-18
19.30194444444444,2020-01-19
19.374402777777778,2020-01-20
19.473958333333332,2020-01-21
19.623819444444443,2020-01-22
19.531305555555555,2020-01-23
19.45995833333333,2020-01-24
19.580041666666666,2020-01-25
19.419847222222224,2020-01-26
19.246888888888886,2020-01-27
18.984569444444443,2020-01-28
18.862416666666665,2020-01-29
19.293069444444445,2020-01-30
19.72169444444444,2020-01-31
19.700916666666664,2020-02-01
19.480097222222224,2020-02-02
19.385111111111108,2020-02-03
19.430833333333332,2020-02-04
19.433097222222223,2020-02-05
19.53713888888889,2020-02-06
19.567694444444445,2020-02-07
19.46647222222222,2020-02-08
19.58780555555556,2020-02-09
19.786402777777777,2020-02-10
19.937486111111113,2020-02-11
19.888291666666667,2020-02-12
19.85327777777778,2020-02-13
19.87802777777778,2020-02-14
19.957541666666664,2020-02-15
20.001875000000002,2020-02-16
20.00722222222222,2020-02-17
19.88313888888889,2020-02-18
19.839152777777777,2020-02-19
19.748583333333332,2020-02-20
19.542416666666668,2020-02-21
19.567194444444446,2020-02-22
19.686986111111114,2020-02-23
19.74423611111111,2020-02-24
19.82225,2020-02-25
19.70526388888889,2020-02-26
19.638722222222224,2020-02-27
19.45925,2020-02-28
19.071402777777777,2020-02-29
18.757861111111115,2020-03-01
18.666236111111115,2020-03-02
18.594083333333334,2020-03-03
18.753597222222222,2020-03-04
18.845375,2020-03-05
18.82743055555556,2020-03-06
18.659708333333334,2020-03-07
18.46977777777778,2020-03-08
18.230555555555554,2020-03-09
18.092875,2020-03-10
18.102291666666666,2020-03-11
18.16275,2020-03-12
17.986708333333333,2020-03-13
17.643305555555557,2020-03-14
17.350375,2020-03-15
17.340194444444442,2020-03-16
17.44102777777778,2020-03-17
17.486222222222224,2020-03-18
17.65397222222222,2020-03-19
17.682930555555554,2020-03-20
17.64976388888889,2020-03-21
17.633152777777777,2020-03-22
17.508680555555554,2020-03-23
17.255472222222224,2020-03-24
17.00936111111111,2020-03-25
16.85736111111111,2020-03-26
17.034277777777778,2020-03-27
17.217555555555556,2020-03-28
17.302319444444443,2020-03-29
17.258277777777778,2020-03-30
17.044833333333333,2020-03-31
17.169180555555556,2020-04-01
17.194208333333332,2020-04-02
17.151194444444446,2020-04-03
16.943055555555556,2020-04-04
16.838013888888888,2020-04-05
16.732944444444446,2020-04-06
16.652208333333334,2020-04-07
16.606236111111112,2020-04-08
16.55366666666667,2020-04-09
16.40298611111111,2020-04-10
16.074083333333334,2020-04-11
15.951319444444444,2020-04-12
15.972138888888889,2020-04-13
16.10258333333333,2020-04-14
16.183930555555555,2020-04-15
15.921500000000002,2020-04-16
15.64175,2020-04-17
15.322722222222222,2020-04-18
15.253930555555554,2020-04-19
15.213416666666667,2020-04-20
15.241125000000002,2020-04-21
15.230402777777778,2020-04-22
15.320208333333335,2020-04-23
15.326666666666666,2020-04-24
15.385680555555556,2020-04-25
15.150180555555556,2020-04-26
14.804680555555557,2020-04-27
14.727638888888889,2020-04-28
14.586777777777776,2020-04-29
14.431041666666665,2020-04-30
14.15375,2020-05-01
13.984180555555556,2020-05-02
13.788680555555556,2020-05-03
13.789652777777778,2020-05-04
13.826972222222222,2020-05-05
13.933972222222222,2020-05-06
14.040680555555555,2020-05-07
14.085624999999999,2020-05-08
13.87425,2020-05-09
13.654194444444446,2020-05-10
13.628583333333333,2020-05-11
13.614069444444446,2020-05-12
13.461430555555555,2020-05-13
13.174777777777779,2020-05-14
12.794722222222221,2020-05-15
12.646680555555553,2020-05-16
12.483625,2020-05-17
12.505611111111111,2020-05-18
12.515666666666668,2020-05-19
12.453291666666667,2020-05-20
12.291166666666667,2020-05-21
12.206166666666666,2020-05-22
12.026000000000002,2020-05-23
11.86211111111111,2020-05-24
11.589722222222223,2020-05-25
11.552347222222222,2020-05-26
11.584027777777777,2020-05-27
11.402208333333334,2020-05-28
11.415166666666668,2020-05-29
11.549583333333334,2020-05-30
11.621833333333335,2020-05-31
11.573500000000001,2020-06-01
11.591097222222222,2020-06-02
11.569166666666666,2020-06-03
11.367805555555556,2020-06-04
11.130625,2020-06-05
10.910819444444446,2020-06-06
10.6575,2020-06-07
10.585805555555556,2020-06-08
10.494055555555555,2020-06-09
10.371555555555554,2020-06-10
10.222166666666668,2020-06-11
10.238597222222221,2020-06-12
10.3645,2020-06-13
10.52138888888889,2020-06-14
10.6675,2020-06-15
10.757805555555557,2020-06-16
10.577666666666666,2020-06-17
10.465444444444444,2020-06-18
10.553944444444445,2020-06-19
10.55698611111111,2020-06-20
10.527291666666667,2020-06-21
10.483222222222222,2020-06-22
10.55351388888889,2020-06-23
10.635791666666668,2020-06-24
10.611347222222223,2020-06-25
10.477055555555555,2020-06-26
10.331888888888889,2020-06-27
10.118152777777777,2020-06-28
9.891263888888888,2020-06-29
9.867597222222223,2020-06-30
9.973944444444443,2020-07-01
9.896541666666668,2020-07-02
9.79872222222222,2020-07-03
9.890166666666666,2020-07-04
9.924208333333334,2020-07-05
9.944041666666665,2020-07-06
9.961652777777777,2020-07-07
9.993583333333333,2020-07-08
10.064638888888888,2020-07-09
10.123777777777779,2020-07-10
10.186680555555556,2020-07-11
10.199791666666666,2020-07-12
10.125319444444445,2020-07-13
10.007569444444444,2020-07-14
9.811611111111112,2020-07-15
9.668916666666666,2020-07-16
9.65086111111111,2020-07-17
9.624236111111111,2020-07-18
9.491319444444446,2020-07-19
9.456805555555556,2020-07-20
9.469458333333334,2020-07-21
9.44225,2020-07-22
9.30936111111111,2020-07-23
9.144305555555555,2020-07-24
9.069958333333334,2020-07-25
9.143777777777778,2020-07-26
9.305569444444444,2020-07-27
9.466305555555556,2020-07-28
9.564958333333333,2020-07-29
9.435013888888887,2020-07-30
9.346291666666668,2020-07-31
9.399513888888889,2020-08-01
9.517097222222223,2020-08-02
9.46625,2020-08-03
9.356430555555555,2020-08-04
9.266902777777778,2020-08-05
9.241569444444446,2020-08-06
9.316847222222224,2020-08-07
9.357555555555557,2020-08-08
9.331902777777778,2020-08-09
9.285805555555557,2020-08-10
9.322166666666668,2020-08-11
9.37023611111111,2020-08-12
9.490833333333335,2020-08-13
9.606333333333335,2020-08-14
9.737458333333333,2020-08-15
9.851111111111113,2020-08-16
9.879652777777777,2020-08-17
9.920083333333332,2020-08-18
9.936041666666666,2020-08-19
9.96161111111111,2020-08-20
9.91463888888889,2020-08-21
9.93023611111111,2020-08-22
9.981666666666667,2020-08-23
9.967833333333333,2020-08-24
9.896819444444445,2020-08-25
9.85698611111111,2020-08-26
9.874819444444444,2020-08-27
9.887638888888889,2020-08-28
10.099291666666666,2020-08-29
10.161777777777779,2020-08-30
10.062180555555555,2020-08-31
